Beelink1_20240310_183000_59_colored.png,3
Beelink1_20240310_184500_59_colored.png,3
Beelink1_20240330_143000_59_colored.png,3
Beelink1_20240415_173000_59_colored.png,6
Beelink1_20240417_123000_59_colored.png,3
Beelink1_20240417_124500_59_colored.png,3
Beelink1_20240417_141500_59_colored.png,6
Beelink1_20240417_160000_59_colored.png,5
Beelink1_20240417_191500_59_colored.png,6
Beelink1_20240418_130000_59_colored.png,3
Beelink1_20240418_184500_59_colored.png,3
Beelink1_20240418_193000_59_colored.png,3
Beelink1_20240419_090000_59_colored.png,6
Beelink1_20240419_094500_59_colored.png,6
Beelink1_20240419_100000_59_colored.png,6
Beelink1_20240419_103000_59_colored.png,6
Beelink1_20240419_104500_59_colored.png,6
Beelink1_20240419_110000_59_colored.png,6
Beelink1_20240419_123000_59_colored.png,7
Beelink1_20240419_131500_59_colored.png,6
Beelink1_20240419_134500_59_colored.png,6
Beelink1_20240419_140000_59_colored.png,6
Beelink1_20240419_143332_59_colored.png,6
Beelink1_20240419_144832_59_colored.png,6
Beelink1_20240419_150332_59_colored.png,3
Beelink1_20240419_151831_59_colored.png,6
Beelink1_20240419_164500_59_colored.png,6
Beelink1_20240419_171500_59_colored.png,6
Beelink1_20240419_173000_59_colored.png,6
Beelink1_20240419_180000_59_colored.png,6
Beelink1_20240419_181500_59_colored.png,6
Beelink1_20240420_074500_59_colored.png,3
Beelink1_20240420_113000_59_colored.png,3
Beelink1_20240420_121500_59_colored.png,6
Beelink1_20240420_161500_59_colored.png,6
Beelink1_20240421_064500_59_colored.png,3
Beelink1_20240421_110000_59_colored.png,5
Beelink1_20240421_140000_59_colored.png,3
Beelink1_20240421_174500_59_colored.png,6
Beelink1_20240422_114500_59_colored.png,3
Beelink1_20240422_171500_59_colored.png,2
Beelink1_20240423_083000_59_colored.png,3
Beelink1_20240423_121500_59_colored.png,3
Beelink1_20240423_133000_59_colored.png,3
Beelink1_20240423_134500_59_colored.png,2
Beelink1_20240423_143000_59_colored.png,3
Beelink1_20240424_123000_59_colored.png,3
Beelink1_20240425_090000_59_colored.png,5
Beelink1_20240425_130000_59_colored.png,3
UMICH_20240519_080000_59_colored.png,6
UMICH_20240519_083000_59_colored.png,6
UMICH_20240519_091500_59_colored.png,3
UMICH_20240519_093000_59_colored.png,6
UMICH_20240519_111459_59_colored.png,3
UMICH_20240519_114459_59_colored.png,3
UMICH_20240519_131500_59_colored.png,3
UMICH_20240519_134500_59_colored.png,3
UMICH_20240520_100000_59_colored.png,3
UMICH_20240521_170000_59_colored.png,6
UMICH_20240522_084500_59_colored.png,6
UMICH_20240523_084500_59_colored.png,6
UMICH_20240523_090000_59_colored.png,6
UMICH_20240524_084500_59_colored.png,5
UMICH_20240527_134500_59_colored.png,3
UMICH_20240529_104500_59_colored.png,2
UMICH_20240603_123000_59_colored.png,3
UMICH_20240607_102959_59_colored.png,3
UMICH_20240611_123000_59_colored.png,3
UMICH_20240620_133000_59_colored.png,3
UMICH_20240621_101500_59_colored.png,7
UMICH_20240621_193000_59_colored.png,3
UMICH_20240621_194500_59_colored.png,2
UMICH_20240624_123000_59_colored.png,3
UMICH_20240625_124500_59_colored.png,3
UMICH_20240625_181500_59_colored.png,3
UMICH_20240626_200000_59_colored.png,3
UMICH_20240627_073000_59_colored.png,3
UMICH_20240627_154500_59_colored.png,3
UMICH_20240627_170000_59_colored.png,3
UMICH_20240627_193000_59_colored.png,5
UMICH_20240627_194500_59_colored.png,5
UMICH_20240701_064500_59_colored.png,3
UMICH_20240701_093000_59_colored.png,5
