,Unnamed: 0,filename,datetime,burst,burst_type,link
0,7264,FITfiles/2024-01-20/Beelink1_20240120_121507_01.fit,2024-01-20 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/ALASKA-ANCHORAGE_20240120_161500_01.fit.gz
1,7251,FITfiles/2024-01-20/Beelink1_20240120_123800_01.fit,2024-01-20 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/ALASKA-ANCHORAGE_20240120_161500_01.fit.gz
2,7239,FITfiles/2024-01-20/Beelink1_20240120_125300_01.fit,2024-01-20 13:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/ALASKA-ANCHORAGE_20240120_161500_01.fit.gz
3,7225,FITfiles/2024-01-20/Beelink1_20240120_130800_01.fit,2024-01-20 13:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/ALASKA-ANCHORAGE_20240120_161500_01.fit.gz
4,4496,FITfiles/2024-01-21/Beelink1_20240121_141700_01.fit,2024-01-21 14:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
5,4491,FITfiles/2024-01-21/Beelink1_20240121_143200_01.fit,2024-01-21 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
6,4492,FITfiles/2024-01-21/Beelink1_20240121_144700_01.fit,2024-01-21 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
7,4501,FITfiles/2024-01-21/Beelink1_20240121_150200_01.fit,2024-01-21 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
8,4494,FITfiles/2024-01-21/Beelink1_20240121_151700_01.fit,2024-01-21 15:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
9,4292,FITfiles/2024-01-21/Beelink1_20240121_153000_59.fit,2024-01-21 15:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
10,4288,FITfiles/2024-01-21/Beelink1_20240121_161100_01.fit,2024-01-21 16:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
11,4473,FITfiles/2024-01-21/Beelink1_20240121_164540_01.fit,2024-01-21 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
12,4497,FITfiles/2024-01-21/Beelink1_20240121_173000_59.fit,2024-01-21 17:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
13,4287,FITfiles/2024-01-21/Beelink1_20240121_174500_59.fit,2024-01-21 17:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
14,4469,FITfiles/2024-01-21/Beelink1_20240121_180100_01.fit,2024-01-21 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_181500_01.fit.gz
15,1906,FITfiles/2024-02-02/Beelink1_20240202_163000_01.fit,2024-02-02 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/ALASKA-ANCHORAGE_20240202_203000_01.fit.gz
16,1935,FITfiles/2024-02-02/Beelink1_20240202_171900_01.fit,2024-02-02 17:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/ALASKA-ANCHORAGE_20240202_203000_01.fit.gz
17,1908,FITfiles/2024-02-02/Beelink1_20240202_173000_59.fit,2024-02-02 17:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/ALASKA-ANCHORAGE_20240202_203000_01.fit.gz
18,1917,FITfiles/2024-02-02/Beelink1_20240202_174500_59.fit,2024-02-02 17:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/ALASKA-ANCHORAGE_20240202_203000_01.fit.gz
19,1905,FITfiles/2024-02-02/Beelink1_20240202_180000_59.fit,2024-02-02 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/ALASKA-ANCHORAGE_20240202_203000_01.fit.gz
20,1904,FITfiles/2024-02-02/Beelink1_20240202_181500_59.fit,2024-02-02 18:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/ALASKA-ANCHORAGE_20240202_203000_01.fit.gz
21,1907,FITfiles/2024-02-02/Beelink1_20240202_191300_01.fit,2024-02-02 19:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/ALASKA-ANCHORAGE_20240202_203000_01.fit.gz
22,1902,FITfiles/2024-02-02/Beelink1_20240202_192804_01.fit,2024-02-02 19:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/02/ALASKA-ANCHORAGE_20240202_203000_01.fit.gz
23,7713,FITfiles/2024-02-04/Beelink1_20240204_164300_01.fit,2024-02-04 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/04/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/04/ALASKA-ANCHORAGE_20240204_204500_01.fit.gz
24,7692,FITfiles/2024-02-04/Beelink1_20240204_165800_01.fit,2024-02-04 17:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/04/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/04/ALASKA-ANCHORAGE_20240204_204500_01.fit.gz
25,7560,FITfiles/2024-02-04/Beelink1_20240204_171300_01.fit,2024-02-04 17:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/04/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/04/ALASKA-ANCHORAGE_20240204_204500_01.fit.gz
26,7685,FITfiles/2024-02-04/Beelink1_20240204_173000_59.fit,2024-02-04 17:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/04/http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/02/04/ALASKA-ANCHORAGE_20240204_204500_01.fit.gz
27,2400,FITfiles/2024-03-09/Beelink1_20240309_115500_01.fit,2024-03-09 12:00:00,0,0, 
28,2389,FITfiles/2024-03-09/Beelink1_20240309_121000_01.fit,2024-03-09 12:15:00,0,0, 
29,2393,FITfiles/2024-03-09/Beelink1_20240309_122202_01.fit,2024-03-09 12:15:00,0,0, 
30,2395,FITfiles/2024-03-09/Beelink1_20240309_122000_01.fit,2024-03-09 12:15:00,0,0, 
31,2391,FITfiles/2024-03-09/Beelink1_20240309_123000_59.fit,2024-03-09 12:30:00,0,0, 
32,2399,FITfiles/2024-03-09/Beelink1_20240309_122315_01.fit,2024-03-09 12:30:00,0,0, 
33,2390,FITfiles/2024-03-09/Beelink1_20240309_124500_59.fit,2024-03-09 12:45:00,0,0, 
34,2392,FITfiles/2024-03-09/Beelink1_20240309_130000_59.fit,2024-03-09 13:00:00,0,0, 
35,2397,FITfiles/2024-03-09/Beelink1_20240309_131459_59.fit,2024-03-09 13:15:00,0,0, 
36,2394,FITfiles/2024-03-09/Beelink1_20240309_132959_59.fit,2024-03-09 13:30:00,0,0, 
